time,O2 (micromol/L)
2022-05-19,64.40198440697509
2022-05-20,67.97968854706221
2022-05-21,60.62343148674276
2022-05-22,64.07633411902141
2022-05-23,63.49567234141372
2022-05-24,63.945199834614385
2022-05-25,60.785958300706525
2022-05-26,60.28051382556896
2022-05-27,56.902775277859895
2022-05-28,60.10935293700159
2022-05-29,55.540235463368035
2022-05-30,47.95410806147326
2022-05-31,60.217239855922124
2022-06-01,52.83658391894954
2022-06-02,54.91312507215595
2022-06-03,57.86981998741637
2022-06-04,59.023025573092426
2022-06-05,61.8993296927076
2022-06-06,64.40004626448658
2022-06-07,66.7650653701143
2022-06-08,
2022-06-09,
2022-06-10,
2022-06-11,
2022-06-12,
2022-06-13,
2022-06-14,
2022-06-15,
2022-06-16,
2022-06-17,
2022-06-18,66.84404259551403
2022-06-19,57.24744731989848
2022-06-20,61.498236768696685
2022-09-27,69.92633487107773
2022-09-28,74.17798740114146
2022-09-29,62.074756727965635
2022-09-30,55.72364232715124
2022-10-01,64.44351867791373
2022-10-02,63.20955066027766
2022-10-03,67.42067201265814
2022-10-04,71.56716858919802
2022-10-05,64.13739010207671
2022-10-06,45.233120350162736
2022-10-07,58.68706809335917
2022-10-08,56.36180000691773
2022-10-09,56.29039902982086
2022-10-10,59.69317661746136
2022-10-11,62.63994528929124
2021-12-18,77.45391047020242
2021-12-19,83.00622620445655
2021-12-20,64.15062254834285
2021-12-21,77.7265355473381
2021-12-22,78.72651344315678
2021-12-23,83.70896067539306
2021-12-24,82.21002967035876
2021-12-25,
2021-12-26,
2021-12-27,
2021-12-28,
2021-12-29,
2021-12-30,154.37483391504426
2021-12-31,
2022-01-01,
2022-01-02,
2022-01-03,76.95176360873883
2022-01-04,96.51737790888906
2022-01-05,84.37865886623413
2022-01-06,79.74597369945774
2022-01-07,88.12236874223825
2022-01-08,87.93806972428801
2022-01-09,82.91156638637368
2022-01-10,87.95281777890877
2022-01-11,96.02100393298915
2022-01-12,94.48070850759159
